loadable,dla,buffers,runs,samples,host_time,device_time,total_energy,base_energy
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,1,8,4,8388608,768.583,768.286,11.1783,8.5827
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,0,122,163,10181632,2220.09,2219.14,30.1022,24.9995
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,1,122,163,10181632,2274.66,2273.86,30.5166,25.3888
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,0,15,166,10199040,1015.02,1014.75,14.7606,11.3025
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,1,15,166,10199040,1043.89,1043.72,15.138,11.6685
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,0,8,19,9961472,892.773,892.703,13.1156,10.0092
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,1,8,19,9961472,915.381,915.359,13.4295,10.251
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,0,8,156,10223616,955.167,955.079,14.0558,10.7806
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,1,8,156,10223616,981.918,981.858,14.298,10.8992
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,0,15,10,9830400,504.274,503.998,8.63829,5.63689
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,1,15,10,9830400,504.707,504.607,8.64616,5.64099
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,0,8,1,8388608,666.203,665.76,9.59255,7.46317
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,1,8,1,8388608,683.301,683.203,9.84502,7.72392
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,0,8,2,8388608,424.639,424.391,7.35624,4.77225
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,1,8,2,8388608,424.915,424.788,7.36828,4.72728
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,0,8,39,10223616,914.726,914.652,13.4793,10.1769
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,1,8,39,10223616,940.287,939.955,13.8058,10.4582
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,0,8,9,9437184,480.092,479.802,8.2195,5.37198
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,1,8,9,9437184,480.784,480.685,8.33207,5.36839
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,0,1953,10,9999360,1811.55,1810.44,26.3086,20.2585
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,1,1953,10,9999360,1844.33,1843.81,26.7019,20.7036
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,0,61,10,9994240,534.862,534.782,9.05263,5.98896
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,1,61,10,9994240,536.841,536.316,9.34644,5.98006
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,0,976,10,9994240,1079.43,1079.32,17.4152,12.6981
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,1,976,10,9994240,1097.39,1097.31,17.8489,13.0204
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,0,8,9,9437184,842.883,842.656,12.4068,9.39544
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,1,8,9,9437184,865.195,864.737,12.7151,9.60308
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,0,244,163,10181632,3533.66,3532.93,48.0951,39.1978
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,1,244,163,10181632,3579.47,3578.97,48.3317,40.2315
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,0,30,166,10199040,1139.01,1138.93,16.5397,12.7902
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,1,30,166,10199040,1170.15,1170.08,16.9076,13.1609
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,0,3906,10,9999360,3131.64,3131.32,48.5641,35.0502
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,1,3906,10,9999360,3169.43,3168.93,49.1514,35.6345
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,0,8,78,10223616,925.983,925.685,13.6458,10.3091
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,1,8,78,10223616,952.112,951.675,13.9554,10.6887
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,0,8,2,8388608,718.309,717.886,10.4035,8.0434
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,1,8,2,8388608,736.843,736.598,10.6841,8.31268
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,0,8,4,8388608,425.234,424.965,7.34381,4.7181
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,1,8,4,8388608,426.268,425.904,7.37315,4.7484
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,0,122,10,9994240,565.179,565.099,9.46363,6.25333
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,1,122,10,9994240,567.075,567.011,9.54363,6.35238
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,0,488,10,9994240,753.574,753.791,12.3801,8.45384
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,1,488,10,9994240,762.59,762.354,12.5485,8.58133
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,0,244,10,9994240,624.726,624.779,10.2938,7.04041
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,1,244,10,9994240,628.365,628.094,10.3381,6.96931
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,0,30,10,9830400,511.427,511.146,8.73173,5.6741
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,1,30,10,9830400,512.669,512.416,8.79958,5.75686
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,0,61,163,10181632,1423.63,1423.62,21.6512,16.1062
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,1,61,163,10181632,1453.69,1453.51,21.9127,16.3162
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,0,8,4,8388608,749.559,749.183,10.8621,8.42266
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,1,8,4,8388608,767.833,767.414,11.1131,8.68614
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,0,122,163,10181632,2120.59,2120.17,31.5046,23.4754
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,1,122,163,10181632,2139.31,2139.13,31.9758,24.0564
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,0,15,166,10199040,1014.99,1014.73,14.7779,11.3411
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,1,15,166,10199040,1043.49,1043.2,15.1131,11.6591
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,0,8,19,9961472,895.31,895.074,13.1466,9.96329
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,1,8,19,9961472,916.632,916.176,13.4314,10.196
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,0,8,156,10223616,956.083,955.837,14.0351,10.6782
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,1,8,156,10223616,982.381,981.902,14.2831,10.8991
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,0,15,10,9830400,504.258,503.984,8.62677,5.59202
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,1,15,10,9830400,505.038,504.579,8.68095,5.66795
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,0,8,1,8388608,666.24,665.902,9.61325,7.47532
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,1,8,1,8388608,684.012,683.58,9.80288,7.71458
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,0,8,2,8388608,424.631,424.395,7.35941,4.77389
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,1,8,2,8388608,425.099,424.834,7.36267,4.73462
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,0,8,39,10223616,917.036,916.814,13.5068,10.2025
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,1,8,39,10223616,938.98,938.48,13.7324,10.3944
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,0,8,9,9437184,479.953,479.868,8.27818,5.3445
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,1,8,9,9437184,480.658,480.765,8.30339,5.34744
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,0,1953,10,9999360,1815,1813.91,26.6005,20.4217
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,1,1953,10,9999360,1856.65,1855.87,26.7967,20.6135
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,0,61,10,9994240,534.541,534.467,9.06333,6.01967
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,1,61,10,9994240,536.011,535.91,9.09917,5.9828
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,0,976,10,9994240,1100.74,1100.67,16.7647,12.2154
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,1,976,10,9994240,1109.06,1108.99,17.0846,12.3024
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,0,8,9,9437184,844.437,844.157,12.4301,9.4993
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,1,8,9,9437184,864.982,864.509,12.6877,9.56982
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,0,244,163,10181632,3622.39,3621.86,49.6226,40.4266
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,1,244,163,10181632,3706.1,3705.45,50.0417,41.4154
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,0,30,166,10199040,1139.41,1139.03,16.625,12.8183
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,1,30,166,10199040,1170.59,1170.38,16.9101,13.1034
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,0,3906,10,9999360,3002.89,3002.62,46.6321,34.0036
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,1,3906,10,9999360,3047.75,3047.27,47.0121,34.8557
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,0,8,78,10223616,925.045,924.939,14.0426,11.0526
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,1,8,78,10223616,953.224,952.949,13.8782,10.5045
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,0,8,2,8388608,719.232,718.982,10.4685,8.04574
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,1,8,2,8388608,737.009,736.701,10.7072,8.24323
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,0,8,4,8388608,425.3,425.032,7.33172,4.76854
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,1,8,4,8388608,425.99,425.685,7.36544,4.73973
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,0,122,10,9994240,564.943,564.879,9.49225,6.25206
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,1,122,10,9994240,567.689,567.388,9.54088,6.28117
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,0,488,10,9994240,754.002,754.001,12.4069,8.4695
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,1,488,10,9994240,761.745,761.661,12.5005,8.60444
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,0,244,10,9994240,624.884,624.873,10.2514,6.98023
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,1,244,10,9994240,628.393,628.207,10.3424,6.92962
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,0,30,10,9830400,511.393,511.078,8.71755,5.65569
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,1,30,10,9830400,512.313,512.044,8.788,5.71115
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,0,61,163,10181632,1423.16,1422.72,21.6119,15.9692
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,1,61,163,10181632,1450.73,1450.02,22.0824,16.3984
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,0,8,4,8388608,749.617,749.444,10.9088,8.36791
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,1,8,4,8388608,768.309,768.116,11.1529,8.58641
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,0,122,163,10181632,2234.28,2233.56,30.0622,24.8289
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,1,122,163,10181632,2215.97,2216.04,30.9007,24.7881
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,0,15,166,10199040,1016.03,1015.97,14.7664,11.2423
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,1,15,166,10199040,1043.09,1043,15.1186,11.6938
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,0,8,19,9961472,893.007,892.853,13.1299,9.9411
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,1,8,19,9961472,914.198,913.959,13.3276,10.0367
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,0,8,156,10223616,955.083,954.712,14.0121,10.5279
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,1,8,156,10223616,983.642,983.565,14.3361,11.041
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,0,15,10,9830400,503.822,503.844,8.64679,5.64696
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,1,15,10,9830400,504.58,504.505,8.66828,5.76001
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,0,8,1,8388608,665.372,665.126,9.62146,7.35715
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,1,8,1,8388608,683.745,683.637,9.85668,7.65699
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,0,8,2,8388608,424.291,424.24,7.35853,4.77297
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,1,8,2,8388608,424.987,424.764,7.38682,4.79732
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,0,8,39,10223616,914.797,914.543,13.5326,10.0333
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,1,8,39,10223616,939.943,939.858,13.8539,10.3633
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,0,8,9,9437184,480.176,479.953,8.25679,5.3579
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,1,8,9,9437184,481.058,480.778,8.30902,5.3627
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,0,1953,10,9999360,1813.22,1812.52,26.3275,20.0924
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,1,1953,10,9999360,1857.7,1857.4,26.8582,20.9871
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,0,61,10,9994240,534.549,534.427,9.0561,5.96699
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,1,61,10,9994240,535.928,535.829,9.12384,6.00854
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,0,976,10,9994240,1113.61,1113.36,16.5635,12.3984
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,1,976,10,9994240,1089.7,1089.72,17.1369,12.3102
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,0,8,9,9437184,843.231,842.737,12.3954,9.53392
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,1,8,9,9437184,864.1,863.643,12.6733,9.57631
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,0,244,163,10181632,3657.45,3656.6,49.6229,40.5319
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,1,244,163,10181632,3723.43,3722.69,50.096,41.7063
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,0,30,166,10199040,1138.06,1137.99,16.528,12.7416
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,1,30,166,10199040,1168.75,1168.65,16.9827,13.1107
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,0,3906,10,9999360,3128.35,3128.05,48.3711,35.6112
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,1,3906,10,9999360,3152.61,3152.31,48.0795,35.4371
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,0,8,78,10223616,924.948,924.866,13.5654,10.298
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,1,8,78,10223616,952,951.943,13.9598,10.7289
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,0,8,2,8388608,718.78,718.549,10.4505,8.06525
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,1,8,2,8388608,738.23,737.948,10.6853,8.20949
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,0,8,4,8388608,425.082,424.978,7.35397,4.72856
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,1,8,4,8388608,426.141,425.91,7.40848,4.77198
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,0,122,10,9994240,564.525,564.48,9.51608,6.39205
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,1,122,10,9994240,566.643,566.358,9.52429,6.26173
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,0,488,10,9994240,754.467,754.449,12.3659,8.42772
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,1,488,10,9994240,759.643,759.68,12.5728,8.4613
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,0,244,10,9994240,624.876,624.779,10.2702,7.03509
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,1,244,10,9994240,628.258,628.157,10.3562,7.03522
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,0,30,10,9830400,511.413,511.122,8.74537,5.73953
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,1,30,10,9830400,512.326,512.255,8.80473,5.67906
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,0,61,163,10181632,1429,1428.98,21.8021,15.9984
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,1,61,163,10181632,1454.26,1454.28,22.0498,16.3729
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,0,8,4,8388608,749.019,748.781,11.3112,8.86816
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,1,8,4,8388608,767.804,767.24,11.5944,9.06653
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,0,122,163,10181632,2117.61,2117,31.1976,24.9617
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,1,122,163,10181632,2269.38,2268.92,30.4845,25.2328
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,0,15,166,10199040,1015.66,1015.55,14.8352,11.348
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,1,15,166,10199040,1043.7,1043.46,15.1042,11.7162
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,0,8,19,9961472,894.383,894.114,13.0835,9.90419
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,1,8,19,9961472,915.644,915.186,13.4278,10.2234
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,0,8,156,10223616,954.992,954.92,14.0325,10.6683
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b32.nvdla,1,8,156,10223616,982.85,982.814,14.3109,10.9337
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,0,15,10,9830400,504.134,503.879,8.66749,5.62939
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b256.nvdla,1,15,10,9830400,504.557,504.621,8.70541,5.63119
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,0,8,1,8388608,664.972,664.701,9.58033,7.38223
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4096.nvdla,1,8,1,8388608,681.98,681.493,9.7709,7.50728
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,0,8,2,8388608,424.718,424.236,7.34213,4.69833
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2048.nvdla,1,8,2,8388608,425.293,424.843,7.38197,4.7783
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,0,8,39,10223616,914.144,914.056,13.4982,10.1646
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b128.nvdla,1,8,39,10223616,940.978,940.665,13.7771,10.5014
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,0,8,9,9437184,480.177,479.925,8.26802,5.35909
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b512.nvdla,1,8,9,9437184,480.848,480.516,8.33775,5.35527
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,0,1953,10,9999360,1816.06,1814.95,26.2798,20.2959
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b2.nvdla,1,1953,10,9999360,1835.92,1835.13,26.4027,20.4142
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,0,61,10,9994240,534.471,534.36,9.0847,6.12674
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b64.nvdla,1,61,10,9994240,536.281,536.06,9.11168,5.93798
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,0,976,10,9994240,1078.08,1077.95,17.0687,11.9936
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b4.nvdla,1,976,10,9994240,1110.36,1109.89,16.7571,12.4013
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,0,8,9,9437184,843.937,843.415,12.4738,9.57917
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b512.nvdla,1,8,9,9437184,865.948,865.531,12.7167,9.6553
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,0,244,163,10181632,3647.11,3646.82,49.7198,40.6401
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1.nvdla,1,244,163,10181632,3714.85,3714.24,50.1009,41.5308
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,0,30,166,10199040,1138.27,1138.06,16.5105,12.6545
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b8.nvdla,1,30,166,10199040,1171.02,1171.08,16.9125,13.191
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,0,3906,10,9999360,3117.1,3116.92,48.0586,34.6721
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1.nvdla,1,3906,10,9999360,3177.83,3177.53,48.495,35.6665
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,0,8,78,10223616,925.225,925.141,13.5652,10.2852
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b64.nvdla,1,8,78,10223616,952.305,951.885,13.9063,10.811
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,0,8,2,8388608,719.21,718.775,10.4526,8.03749
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2048.nvdla,1,8,2,8388608,738.51,738.094,10.7145,8.29957
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,0,8,4,8388608,425.317,425.064,7.33755,4.76372
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b1024.nvdla,1,8,4,8388608,426.349,425.882,7.40293,4.74721
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,0,122,10,9994240,564.864,564.605,9.51902,6.30244
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b32.nvdla,1,122,10,9994240,566.753,566.628,9.50657,6.29368
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,0,488,10,9994240,755.539,755.317,12.3353,8.41361
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b8.nvdla,1,488,10,9994240,760.865,760.667,12.5016,8.58381
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,0,244,10,9994240,625.768,625.688,10.2959,6.99212
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b16.nvdla,1,244,10,9994240,628.021,627.909,10.3887,6.97387
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,0,30,10,9830400,511.501,511.212,8.76282,5.71591
/var/scratch/dsl2511/nvdla-parts/dft_model-c256-b128.nvdla,1,30,10,9830400,512.714,512.301,8.7864,5.71472
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,0,61,163,10181632,1417.73,1417.6,21.439,15.7628
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b4.nvdla,1,61,163,10181632,1452.13,1451.98,21.9623,16.3043
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,0,8,4,8388608,749.614,749.159,10.9256,8.34209
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b1024.nvdla,1,8,4,8388608,768.586,768.353,11.204,8.66839
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,0,122,163,10181632,2207.34,2206.44,29.8382,24.7784
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b2.nvdla,1,122,163,10181632,2266.5,2266.02,30.447,25.5123
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,0,15,166,10199040,1012.82,1012.57,14.7248,11.2958
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b16.nvdla,1,15,166,10199040,1043.7,1043.68,15.1112,11.6042
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,0,8,19,9961472,894.513,894.307,13.1296,9.99657
/var/scratch/dsl2511/nvdla-parts/fir_model-c256-t16-b256.nvdla,1,8,19,9961472,918.07,917.838,13.4425,10.1531
